num_acc;lum;agg;inter;atm;col;dep;date
2010000518;1;1;1;4;3;800;11/02/2010
2010000519;3;2;1;1;6;800;16/02/2010
2010000520;1;2;1;1;6;800;04/03/2010
2010000521;1;1;1;1;3;800;18/03/2010
2010000522;1;1;2;2;3;800;03/07/2010
2010000523;1;2;1;1;1;800;16/07/2010
2010000524;3;1;1;3;6;800;23/08/2010
2010000525;1;1;1;2;5;800;26/08/2010
2010000526;3;1;1;8;1;800;29/09/2010
2010000527;2;1;1;3;2;800;08/11/2010
2010000528;1;1;1;7;1;800;09/12/2010
2010000529;3;1;1;1;3;800;01/01/2010
2010000530;1;1;1;8;1;800;26/02/2010
2010000531;1;1;1;1;3;800;07/03/2010
2010000532;1;1;1;1;1;800;20/03/2010
2010000533;1;2;1;1;1;800;24/03/2010
2010000534;1;2;1;1;3;800;15/05/2010
2010000535;2;1;1;1;1;800;24/06/2010
2010000536;1;2;1;7;3;800;27/06/2010
2010000537;2;1;1;1;7;800;13/07/2010
2010000538;1;1;1;1;7;800;16/07/2010
2010000539;1;2;1;1;3;800;30/07/2010
2010000540;5;2;1;1;6;800;16/09/2010
2010000541;1;2;1;1;6;800;02/10/2010
2010000542;1;2;1;1;7;800;10/10/2010
2010000543;1;1;1;1;5;800;16/10/2010
2010000544;3;1;1;4;3;800;15/12/2010
2010000545;1;1;1;4;1;800;21/12/2010
2010000546;1;1;1;5;1;800;18/01/2010
2010000547;1;2;1;4;7;800;30/01/2010
2010000548;2;1;1;5;7;800;21/02/2010
2010000549;2;1;1;5;6;800;22/03/2010
2010000550;1;1;1;1;1;800;14/04/2010
2010000551;1;1;1;1;4;800;18/04/2010
2010000552;1;1;1;1;3;800;20/04/2010
2010000553;1;2;1;1;3;800;16/05/2010
2010000554;3;1;1;1;6;800;25/05/2010
2010000555;1;1;2;1;3;800;10/06/2010
2010000556;1;1;2;1;3;800;19/06/2010
2010000557;1;1;1;1;1;800;29/06/2010
2010000558;1;1;1;1;7;800;03/07/2010
2010000559;1;1;1;1;1;800;21/07/2010
2010000560;1;1;1;3;2;800;26/09/2010
2010000561;5;1;1;2;3;800;01/11/2010
2010000562;1;1;1;2;6;800;05/11/2010
2010000563;1;2;1;7;2;800;26/02/2010
2010000564;1;1;1;1;3;800;17/03/2010
2010000565;3;1;1;1;6;800;07/04/2010
2010000566;1;1;1;1;2;800;16/04/2010
2010000567;3;1;1;1;2;800;28/05/2010
2010000568;1;1;2;1;3;800;08/06/2010
2010000569;1;2;1;1;3;800;16/06/2010
2010000570;3;1;2;1;3;800;19/06/2010
2010000571;1;2;1;1;1;800;04/07/2010
2010000572;3;1;1;1;7;800;12/07/2010
2010000573;1;1;1;1;6;800;29/07/2010
2010000574;1;1;1;1;5;800;11/08/2010
2010000575;1;2;1;1;4;800;12/08/2010
2010000576;1;1;1;2;3;800;16/08/2010
